@relation proj2master-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-R1-precision6

@attribute Age {'\'(-inf-29.166667]\'','\'(29.166667-41.333333]\'','\'(41.333333-53.5]\'','\'(53.5-65.666667]\'','\'(65.666667-77.833333]\'','\'(77.833333-inf)\''}
@attribute WorkClass {' Private',' Self-emp-not-inc',' Self-emp-inc',' Local-gov',' Federal-gov',' State-gov',' Without-pay'}
@attribute education {' 11th',' Bachelors',' Some-college',' Assoc-voc',' Doctorate',' Masters',' HS-grad',' Prof-school',' Assoc-acdm',' 5th-6th',' 9th',' 7th-8th',' 1st-4th',' 10th',' 12th',' Preschool'}
@attribute marritalStatus {' Never-married',' Married-civ-spouse',' Divorced',' Separated',' Married-spouse-absent',' Married-AF-spouse',' Widowed'}
@attribute Job {' Machine-op-inspct',' Sales',' Craft-repair',' Prof-specialty',' Exec-managerial',' Adm-clerical',' Tech-support',' Other-service',' Protective-serv',' Transport-moving',' Handlers-cleaners',' Farming-fishing',' Armed-Forces',' Priv-house-serv'}
@attribute Relationship {' Own-child',' Not-in-family',' Husband',' Unmarried',' Wife',' Other-relative'}
@attribute Race {' Black',' Asian-Pac-Islander',' White',' Other',' Amer-Indian-Eskimo'}
@attribute Gender {' Male',' Female'}
@attribute workhours numeric
@attribute CountryOrigin {' United-States',' Cambodia',' Canada',' China',' Columbia',' Cuba',' Dominican-Republic',' Ecuador',' El-Salvador',' England',' France',' Germany',' Greece',' Haiti',' Honduras',' Hong',' Hungary',' India',' Iran',' Ireland',' Italy',' Jamaica',' Japan',' Mexico',' Nicaragua',' Outlying-US(Guam-USVI-etc)',' Peru',' Philippines',' Poland',' Portugal',' Puerto-Rico',' South',' Taiwan',' Thailand',' Vietnam',' Yugoslavia',' Guatemala',' Laos',' Scotland',' Trinadad&Tobago'}
@attribute Incomebracket {' <=50K.',' >50K.'}

@data
'\'(41.333333-53.5]\'',' Private',' Some-college',' Divorced',' Craft-repair',' Not-in-family',' White',' Male',55,' Canada',' <=50K.'
'\'(29.166667-41.333333]\'',' Federal-gov',' Doctorate',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',55,' Canada',' <=50K.'
'\'(29.166667-41.333333]\'',' Federal-gov',' Masters',' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',55,' Canada',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Transport-moving',' Not-in-family',' White',' Male',45,' Canada',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' 7th-8th',' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',44,' Canada',' <=50K.'
'\'(65.666667-77.833333]\'',' Local-gov',' HS-grad',' Married-civ-spouse',' Other-service',' Husband',' White',' Male',40,' Canada',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Bachelors',' Never-married',' Prof-specialty',' Own-child',' White',' Male',40,' Canada',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Masters',' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',40,' Canada',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' 7th-8th',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40,' Canada',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',40,' Canada',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',40,' Canada',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Assoc-voc',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',40,' Canada',' <=50K.'
'\'(53.5-65.666667]\'',' Self-emp-not-inc',' Assoc-voc',' Widowed',' Craft-repair',' Unmarried',' White',' Female',40,' Canada',' <=50K.'
'\'(29.166667-41.333333]\'',' Self-emp-inc',' Some-college',' Divorced',' Craft-repair',' Unmarried',' White',' Female',40,' Canada',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' HS-grad',' Widowed',' Other-service',' Unmarried',' White',' Female',40,' Canada',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Never-married',' Exec-managerial',' Own-child',' White',' Female',40,' Canada',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Never-married',' Other-service',' Own-child',' White',' Female',40,' Canada',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' HS-grad',' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',40,' Canada',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Bachelors',' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',40,' Canada',' <=50K.'
'\'(-inf-29.166667]\'',' State-gov',' Bachelors',' Never-married',' Prof-specialty',' Not-in-family',' Other',' Female',40,' Canada',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Never-married',' Other-service',' Not-in-family',' White',' Female',35,' Canada',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Never-married',' Sales',' Own-child',' White',' Male',25,' Canada',' <=50K.'
'\'(53.5-65.666667]\'',' Local-gov',' Some-college',' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',24,' Canada',' <=50K.'
'\'(65.666667-77.833333]\'',' Self-emp-not-inc',' 12th',' Married-civ-spouse',' Other-service',' Husband',' White',' Male',20,' Canada',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Never-married',' Other-service',' Own-child',' White',' Male',16,' Canada',' <=50K.'
'\'(65.666667-77.833333]\'',' Self-emp-inc',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',15,' Canada',' <=50K.'
'\'(65.666667-77.833333]\'',' Local-gov',' 7th-8th',' Married-civ-spouse',' Other-service',' Husband',' White',' Male',8,' Canada',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',6,' Canada',' <=50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' HS-grad',' Never-married',' Other-service',' Unmarried',' White',' Female',5,' Canada',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Other-service',' Not-in-family',' Asian-Pac-Islander',' Male',60,' China',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Other-service',' Husband',' Asian-Pac-Islander',' Male',52,' China',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' 12th',' Married-civ-spouse',' Other-service',' Husband',' Asian-Pac-Islander',' Male',50,' China',' <=50K.'
'\'(29.166667-41.333333]\'',' State-gov',' Masters',' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',48,' China',' <=50K.'
'\'(41.333333-53.5]\'',' Self-emp-inc',' Masters',' Separated',' Exec-managerial',' Unmarried',' Asian-Pac-Islander',' Male',45,' China',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' 1st-4th',' Married-civ-spouse',' Other-service',' Husband',' Asian-Pac-Islander',' Male',45,' China',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Other-relative',' Asian-Pac-Islander',' Male',40,' China',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 5th-6th',' Never-married',' Other-service',' Not-in-family',' Asian-Pac-Islander',' Male',40,' China',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Masters',' Married-civ-spouse',' Other-service',' Husband',' Asian-Pac-Islander',' Male',40,' China',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Other-service',' Husband',' Asian-Pac-Islander',' Male',40,' China',' <=50K.'
'\'(29.166667-41.333333]\'',' State-gov',' Doctorate',' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',40,' China',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Masters',' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',40,' China',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',40,' China',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',' Asian-Pac-Islander',' Male',40,' China',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Wife',' Asian-Pac-Islander',' Female',40,' China',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Never-married',' Adm-clerical',' Unmarried',' Asian-Pac-Islander',' Female',40,' China',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Bachelors',' Divorced',' Sales',' Unmarried',' Asian-Pac-Islander',' Female',40,' China',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Masters',' Widowed',' Machine-op-inspct',' Other-relative',' Asian-Pac-Islander',' Female',40,' China',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Masters',' Never-married',' Prof-specialty',' Not-in-family',' Asian-Pac-Islander',' Female',40,' China',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' 7th-8th',' Married-civ-spouse',' Other-service',' Husband',' Asian-Pac-Islander',' Male',36,' China',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Craft-repair',' Other-relative',' Asian-Pac-Islander',' Male',35,' China',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Prof-school',' Never-married',' Prof-specialty',' Other-relative',' Asian-Pac-Islander',' Female',25,' China',' <=50K.'
'\'(53.5-65.666667]\'',' Self-emp-inc',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Other-relative',' Asian-Pac-Islander',' Female',21,' China',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Never-married',' Other-service',' Not-in-family',' Asian-Pac-Islander',' Male',20,' China',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Never-married',' Transport-moving',' Own-child',' Asian-Pac-Islander',' Male',20,' China',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Masters',' Never-married',' Prof-specialty',' Not-in-family',' Asian-Pac-Islander',' Male',20,' China',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' HS-grad',' Married-civ-spouse',' Other-service',' Husband',' Asian-Pac-Islander',' Male',20,' China',' <=50K.'
'\'(29.166667-41.333333]\'',' State-gov',' Masters',' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',20,' China',' <=50K.'
'\'(-inf-29.166667]\'',' State-gov',' Masters',' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',20,' China',' <=50K.'
'\'(29.166667-41.333333]\'',' Local-gov',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',99,' Columbia',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Divorced',' Priv-house-serv',' Unmarried',' White',' Female',60,' Columbia',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 9th',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',50,' Columbia',' <=50K.'
'\'(53.5-65.666667]\'',' State-gov',' 1st-4th',' Married-civ-spouse',' Farming-fishing',' Husband',' Other',' Male',45,' Columbia',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40,' Columbia',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-spouse-absent',' Craft-repair',' Unmarried',' White',' Male',40,' Columbia',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Never-married',' Machine-op-inspct',' Other-relative',' White',' Male',40,' Columbia',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',40,' Columbia',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 10th',' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',40,' Columbia',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',40,' Columbia',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40,' Columbia',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',40,' Columbia',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',40,' Columbia',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',40,' Columbia',' <=50K.'
'\'(-inf-29.166667]\'',' Self-emp-not-inc',' HS-grad',' Divorced',' Other-service',' Unmarried',' White',' Female',40,' Columbia',' <=50K.'
'\'(41.333333-53.5]\'',' Local-gov',' 7th-8th',' Divorced',' Other-service',' Unmarried',' White',' Female',40,' Columbia',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Machine-op-inspct',' Other-relative',' White',' Female',40,' Columbia',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Bachelors',' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',40,' Columbia',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' 11th',' Married-civ-spouse',' Other-service',' Husband',' White',' Male',35,' Columbia',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',30,' Columbia',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Separated',' Transport-moving',' Own-child',' White',' Male',25,' Columbia',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Never-married',' Handlers-cleaners',' Other-relative',' Other',' Male',25,' Columbia',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Priv-house-serv',' Other-relative',' White',' Female',20,' Columbia',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' 12th',' Never-married',' Craft-repair',' Own-child',' White',' Male',15,' Columbia',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 10th',' Never-married',' Transport-moving',' Own-child',' White',' Male',99,' Cuba',' <=50K.'
'\'(41.333333-53.5]\'',' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',60,' Cuba',' <=50K.'
'\'(29.166667-41.333333]\'',' Self-emp-not-inc',' Masters',' Never-married',' Prof-specialty',' Own-child',' White',' Male',50,' Cuba',' <=50K.'
'\'(29.166667-41.333333]\'',' Local-gov',' Some-college',' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',50,' Cuba',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Married-civ-spouse',' Sales',' Husband',' White',' Male',50,' Cuba',' <=50K.'
'\'(41.333333-53.5]\'',' Self-emp-inc',' HS-grad',' Married-civ-spouse',' Sales',' Husband',' White',' Male',50,' Cuba',' <=50K.'
'\'(65.666667-77.833333]\'',' Self-emp-not-inc',' 5th-6th',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',50,' Cuba',' <=50K.'
'\'(41.333333-53.5]\'',' Local-gov',' 9th',' Widowed',' Other-service',' Not-in-family',' White',' Female',45,' Cuba',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' Some-college',' Never-married',' Adm-clerical',' Own-child',' White',' Female',40,' Cuba',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Protective-serv',' Own-child',' White',' Male',40,' Cuba',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Divorced',' Protective-serv',' Not-in-family',' White',' Male',40,' Cuba',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Assoc-voc',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',40,' Cuba',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 11th',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',40,' Cuba',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',40,' Cuba',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' 1st-4th',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',40,' Cuba',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' 1st-4th',' Married-civ-spouse',' Other-service',' Husband',' White',' Male',40,' Cuba',' <=50K.'
'\'(53.5-65.666667]\'',' Self-emp-inc',' 5th-6th',' Married-civ-spouse',' Sales',' Husband',' White',' Male',40,' Cuba',' <=50K.'
'\'(53.5-65.666667]\'',' Self-emp-not-inc',' 10th',' Separated',' Sales',' Other-relative',' Other',' Male',40,' Cuba',' <=50K.'
'\'(65.666667-77.833333]\'',' Private',' 12th',' Married-civ-spouse',' Machine-op-inspct',' Husband',' Black',' Male',40,' Cuba',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' 9th',' Divorced',' Machine-op-inspct',' Unmarried',' White',' Female',40,' Cuba',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Assoc-voc',' Divorced',' Adm-clerical',' Own-child',' White',' Female',40,' Cuba',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Separated',' Adm-clerical',' Not-in-family',' White',' Female',40,' Cuba',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' 7th-8th',' Divorced',' Handlers-cleaners',' Not-in-family',' White',' Female',40,' Cuba',' <=50K.'
'\'(-inf-29.166667]\'',' Federal-gov',' Masters',' Never-married',' Tech-support',' Not-in-family',' White',' Female',40,' Cuba',' <=50K.'
'\'(65.666667-77.833333]\'',' Private',' 9th',' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',39,' Cuba',' <=50K.'
'\'(41.333333-53.5]\'',' Local-gov',' Assoc-acdm',' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',38,' Cuba',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' 12th',' Divorced',' Protective-serv',' Not-in-family',' White',' Male',37,' Cuba',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Farming-fishing',' Not-in-family',' White',' Male',36,' Cuba',' <=50K.'
'\'(53.5-65.666667]\'',' Self-emp-not-inc',' 5th-6th',' Separated',' Other-service',' Unmarried',' White',' Female',35,' Cuba',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Assoc-voc',' Never-married',' Adm-clerical',' Own-child',' White',' Female',35,' Cuba',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',24,' Cuba',' <=50K.'
'\'(65.666667-77.833333]\'',' Local-gov',' Masters',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',20,' Cuba',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' 9th',' Divorced',' Other-service',' Unmarried',' White',' Female',55,' Dominican-Republic',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' 1st-4th',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',52,' Dominican-Republic',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',52,' Dominican-Republic',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Bachelors',' Divorced',' Machine-op-inspct',' Other-relative',' White',' Male',50,' Dominican-Republic',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 12th',' Separated',' Other-service',' Unmarried',' White',' Female',50,' Dominican-Republic',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' 12th',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',40,' Dominican-Republic',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Separated',' Other-service',' Unmarried',' White',' Male',40,' Dominican-Republic',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' 1st-4th',' Never-married',' Other-service',' Not-in-family',' White',' Male',40,' Dominican-Republic',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' 7th-8th',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',40,' Dominican-Republic',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',40,' Dominican-Republic',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Married-civ-spouse',' Sales',' Husband',' White',' Male',40,' Dominican-Republic',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' 12th',' Never-married',' Other-service',' Other-relative',' Other',' Male',40,' Dominican-Republic',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',' Other',' Male',40,' Dominican-Republic',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',' Other',' Male',40,' Dominican-Republic',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' Black',' Male',40,' Dominican-Republic',' <=50K.'
'\'(53.5-65.666667]\'',' Private',' 1st-4th',' Married-civ-spouse',' Machine-op-inspct',' Husband',' Black',' Male',40,' Dominican-Republic',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' 5th-6th',' Separated',' Machine-op-inspct',' Unmarried',' White',' Female',40,' Dominican-Republic',' <=50K.'
'\'(41.333333-53.5]\'',' Private',' 5th-6th',' Never-married',' Machine-op-inspct',' Unmarried',' White',' Female',40,' Dominican-Republic',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' HS-grad',' Married-spouse-absent',' Transport-moving',' Other-relative',' White',' Female',40,' Dominican-Republic',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Some-college',' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',40,' Dominican-Republic',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' HS-grad',' Never-married',' Handlers-cleaners',' Unmarried',' Black',' Female',40,' Dominican-Republic',' <=50K.'
'\'(-inf-29.166667]\'',' Private',' 5th-6th',' Never-married',' Handlers-cleaners',' Own-child',' Black',' Female',40,' Dominican-Republic',' <=50K.'
'\'(-inf-29.166667]\'',' Local-gov',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' Black',' Male',35,' Dominican-Republic',' <=50K.'
'\'(29.166667-41.333333]\'',' Private',' Bachelors',' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',35,' Dominican-Republic',' <=50K.'
